name,image,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value
0N1 #7594,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7594.png,Background,Citrine,,Body,Azurite,,Extra,Void,,Eyes,Open (Azurite),,Face,Skull Mask,,Hair,Long (Turquoise),,Head,Flat Cap (Obsidian),,Mouth,Frown,,Spirit,1,10,Strength,3,10,Style,5,10,Type,Y0K-A1,,Wear,Bomber Jacket (Obsidian/Pearl),
0N1 #7648,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7648.png,Background,Light Smoke,,Body,Type-01,,Extra,0N1 Logo Pin (Black),,Eyes,Half Open (Citrine),,Face,PR Mask (Charcoal),,Hair,Top Knot (Obsidian),,Head,Headphones (Obsidian),,Mouth,Angry,,Spirit,8,10,Strength,8,10,Style,5,10,Type,B4K3M0-N0,,Wear,Kimono (Rose),
0N1 #7750,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7750.png,Background,Technogod,,Body,Ash,,Extra,Strawberry Pin,,Eyes,Eye Shadow (Jasper),,Face,Hannya Mask (Jasper),,Hair,Long (Turquoise),,Head,0-Headphones (Pearl),,Mouth,Frown,,Spirit,8,10,Strength,9,10,Style,9,10,Type,0N1,,Wear,Ninja (Obsidian),
0N1 #7587,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7587.png,Background,Jasper,,Body,Obsidian,,Extra,Oni Doll (Jasper),,Eyes,Angry (Jasper),,Face,PR Mask (Charcoal),,Hair,Spiky (Citrine),,Head,Headphones (Obsidian),,Mouth,Open,,Spirit,8,10,Strength,5,10,Style,7,10,Type,B4K3M0-N0,,Wear,T-Shirt (Jasper),
0N1 #7654,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7654.png,Background,Citrine,,Body,Citrine,,Extra,Void,,Eyes,Angry (Jasper),,Face,Nose Scar,,Hair,Fade (Pearl),,Head,Headphones (Pearl),,Mouth,Frown,,Spirit,4,10,Strength,1,10,Style,5,10,Type,Y0K-A1,,Wear,T-Shirt (Obsidian),
0N1 #7580,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7580.png,Background,Citrine,,Body,Citrine,,Extra,Loop Earring,,Eyes,Eye Shadow (Azurite),,Face,Void,,Hair,Dreads (Obsidian),,Head,Fedora (Charcoal),,Mouth,Frown,,Spirit,2,10,Strength,5,10,Style,5,10,Type,Y0K-A1,,Wear,Sleeveless (Citrine),
0N1 #7573,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7573.png,Background,Light Smoke,,Body,Citrine,,Extra,Lucky no. 7 Pin,,Eyes,Squint (Citrine),,Face,Void,,Hair,Pixie (Rose),,Head,Headphones (Citrine),,Mouth,Neutral,,Spirit,6,10,Strength,6,10,Style,6,10,Type,B4K3M0-N0,,Wear,Thermal Hoodie (Pearl),
0N1 #7622,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7622.png,Background,Dark Smoke,,Body,Type-01,,Extra,Lucky no. 7 Earring,,Eyes,Half Open (Oni),,Face,Void,,Hair,High Ponytail (Obsidian),,Head,Antlers (Gold),,Mouth,Frown,,Spirit,9,10,Strength,8,10,Style,9,10,Type,0N1,,Wear,Kimono (Azurite),
0N1 #7715,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7715.png,Background,Dark Smoke,,Body,Azurite,,Extra,0N1 Logo Pin (Black),,Eyes,Eye Shadow (Azurite),,Face,Garou (Azurite),,Hair,Top Knot (Pearl),,Head,Earbuds,,Mouth,Angry,,Spirit,7,10,Strength,6,10,Style,8,10,Type,B4K3M0-N0,,Wear,Bomber Jacket (Pearl/Azurite),
0N1 #7607,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7607.png,Background,Citrine,,Body,Citrine,,Extra,Earring (Double),,Eyes,Eye Shadow (Jasper),,Face,Bandaid,,Hair,Spiky (Citrine),,Head,Earbuds,,Mouth,Neutral,,Spirit,1,10,Strength,2,10,Style,3,10,Type,Y0K-A1,,Wear,T-Shirt (Obsidian),
0N1 #7765,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7765.png,Background,Jasper,,Body,Jasper,,Extra,Void,,Eyes,Eye Shadow (Azurite),,Face,PR Mask (Jasper),,Hair,Ponytail (Obsidian),,Head,Headphones (Citrine),,Mouth,Smirk,,Spirit,4,10,Strength,1,10,Style,4,10,Type,Y0K-A1,,Wear,Track Jacket (Citrine),
0N1 #7669,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7669.png,Background,Jasper,,Body,Citrine,,Extra,Void,,Eyes,Eye Shadow (Jasper),,Face,Void,,Hair,Fade (Pearl),,Head,Snapback (Jasper),,Mouth,Neutral,,Spirit,4,10,Strength,5,10,Style,3,10,Type,Y0K-A1,,Wear,Track Jacket (Pearl),
0N1 #7724,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7724.png,Background,Citrine,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Eye Shadow (Azurite),,Face,PR Mask (Jasper),,Hair,Bald,,Head,Flat Cap (Pearl),,Mouth,Neutral,,Spirit,1,10,Strength,2,10,Style,5,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Pearl),
0N1 #7692,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7692.png,Background,Technogod,,Body,Pearlescent,,Extra,Oni Doll (Azurite),,Eyes,Eyebags,,Face,Hannya Mask (Pearl),,Hair,Slick (Obsidian),,Head,0-Headphones (Obsidian),,Mouth,Open,,Spirit,8,10,Strength,9,10,Style,8,10,Type,0N1,,Wear,Suit (Pearl),
0N1 #7745,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7745.png,Background,Citrine,,Body,Azurite,,Extra,Void,,Eyes,Open (Azurite),,Face,KULT Mask (Pearl),,Hair,Spiky (Citrine),,Head,Headphones (Citrine),,Mouth,Neutral,,Spirit,1,10,Strength,3,10,Style,4,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #7756,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7756.png,Background,Dark Smoke,,Body,Jasper,,Extra,Lucky no. 7 Pin,,Eyes,Eye Shadow (Azurite),,Face,PR Mask (Charcoal),,Hair,Dreads (Azurite),,Head,Earbuds,,Mouth,Angry,,Spirit,6,10,Strength,8,10,Style,8,10,Type,B4K3M0-N0,,Wear,Kimono (Rose),
0N1 #7642,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7642.png,Background,Azurite,,Body,Jasper,,Extra,0N1 Logo Pin (Black),,Eyes,Angry (Jasper),,Face,PR Mask (Turqouise),,Hair,Spiky (Citrine),,Head,Headphones (Jasper),,Mouth,Frown,,Spirit,2,10,Strength,3,10,Style,3,10,Type,Y0K-A1,,Wear,Bomber Jacket (Pine),
0N1 #7772,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7772.png,Background,Jasper,,Body,Jasper,,Extra,Void,,Eyes,Half Open (Jasper),,Face,KULT Mask (Pearl),,Hair,Ponytail (Obsidian),,Head,Earbuds,,Mouth,Smirk,,Spirit,5,10,Strength,1,10,Style,1,10,Type,Y0K-A1,,Wear,T-Shirt (Obsidian),
0N1 #7613,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7613.png,Background,Citrine,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Half Open (Jasper),,Face,Bandaid,,Hair,Long (Turquoise),,Head,Headphones (Citrine),,Mouth,Frown,,Spirit,3,10,Strength,4,10,Style,1,10,Type,Y0K-A1,,Wear,Sleeveless (Citrine),
0N1 #7700,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7700.png,Background,Citrine,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Half Open (Azurite),,Face,KULT Mask (Pearl),,Hair,Bob (Obsidian),,Head,Headset,,Mouth,Neutral,,Spirit,5,10,Strength,1,10,Style,5,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Turquoise),
0N1 #7688,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7688.png,Background,Azurite,,Body,Ash,,Extra,0N1 Logo Pin (White),,Eyes,Half Open (Citrine),,Face,Void,,Hair,Long (Turquoise),,Head,Earbuds,,Mouth,Neutral,,Spirit,4,10,Strength,5,10,Style,4,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Pearl),
0N1 #7739,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7739.png,Background,Dark Smoke,,Body,Azurite,,Extra,0N1 Logo Pin (White),,Eyes,Possessed,,Face,Plague Mask (Pearl),,Hair,Top Knot (Obsidian),,Head,Headphones (Citrine),,Mouth,Smirk,,Spirit,8,10,Strength,5,10,Style,7,10,Type,B4K3M0-N0,,Wear,Yukata (Azurite),
0N1 #7734,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7734.png,Background,Jasper,,Body,Ash,,Extra,0N1 Logo Pin (Black),,Eyes,Open (Citrine),,Face,PR Mask (Jasper),,Hair,Half-Buzz (Turquoise),,Head,Headphones (Citrine),,Mouth,Neutral,,Spirit,2,10,Strength,5,10,Style,1,10,Type,Y0K-A1,,Wear,Bomber Jacket (Rose),
0N1 #7647,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7647.png,Background,Citrine,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Open (Citrine),,Face,Glasses (Obsidian),,Hair,Long (Citirine),,Head,Snapback (Jasper),,Mouth,Neutral,,Spirit,4,10,Strength,4,10,Style,5,10,Type,Y0K-A1,,Wear,T-Shirt (Obsidian),
0N1 #7593,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7593.png,Background,Dark Smoke,,Body,Ash,,Extra,Banana Pin,,Eyes,Eye Shadow (Jasper),,Face,Masquerade (Pearl),,Hair,Slick (Citrine),,Head,Horns (Obsidian),,Mouth,Smirk,,Spirit,8,10,Strength,9,10,Style,10,10,Type,0N1,,Wear,Yukata (Azurite),
0N1 #7749,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7749.png,Background,Citrine,,Body,Azurite,,Extra,0N1 Logo Pin (Black),,Eyes,Open (Citrine),,Face,Skull Mask,,Hair,Long (Turquoise),,Head,Headphones (Rose),,Mouth,Neutral,,Spirit,5,10,Strength,5,10,Style,3,10,Type,Y0K-A1,,Wear,T-Shirt (Pearl),
0N1 #7586,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7586.png,Background,Light Smoke,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Squint (Citrine),,Face,Garou (Citrine),,Hair,Pixie (Citrine),,Head,Headphones (Pearl),,Mouth,Neutral,,Spirit,6,10,Strength,5,10,Style,8,10,Type,B4K3M0-N0,,Wear,Bomber Jacket (Jasper/Obsidian),
0N1 #7730,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7730.png,Background,Jasper,,Body,Citrine,,Extra,0N1 Logo Pin (Black),,Eyes,Open (Azurite),,Face,Kitsune Mask (Obsidian),,Hair,Spiky (Citrine),,Head,Headphones (Rose),,Mouth,Frown,,Spirit,5,10,Strength,2,10,Style,4,10,Type,Y0K-A1,,Wear,T-Shirt (Obsidian),
0N1 #7579,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7579.png,Background,Azurite,,Body,Jasper,,Extra,Void,,Eyes,Eye Shadow (Azurite),,Face,Glasses (Obsidian),,Hair,Fade (Pearl),,Head,Snapback (Pearl),,Mouth,Frown,,Spirit,1,10,Strength,1,10,Style,3,10,Type,Y0K-A1,,Wear,T-Shirt (Obsidian),
0N1 #7653,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7653.png,Background,Light Smoke,,Body,Jasper,,Extra,0N1 Logo Pin (Black),,Eyes,Squint (Jasper),,Face,Mempo Mask (Obsidian),,Hair,Ponytail (Jasper),,Head,Headphones (Citrine),,Mouth,Open,,Spirit,6,10,Strength,8,10,Style,8,10,Type,B4K3M0-N0,,Wear,Kimono (Rose),
0N1 #7777,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7777.png,Background,Jasper,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Open (Citrine),,Face,PR Mask (Jasper),,Hair,Long (Obsidian),,Head,Void,,Mouth,Smirk,,Spirit,1,10,Strength,4,10,Style,3,10,Type,Y0K-A1,,Wear,T-Shirt (Obsidian),
0N1 #7764,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7764.png,Background,Dark Smoke,,Body,Type-01,,Extra,Oni Doll (Jasper),,Eyes,Open (Azurite),,Face,Hannya Mask (Jasper),,Hair,Ponytail (Jasper),,Head,Headphones (Citrine),,Mouth,Angry,,Spirit,8,10,Strength,5,10,Style,8,10,Type,B4K3M0-N0,,Wear,Thermal Hoodie (Obsidian),
0N1 #7572,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7572.png,Background,Citrine,,Body,Jasper,,Extra,Loop Earring,,Eyes,Eye Shadow (Azurite),,Face,Hannya Mask (Jasper),,Hair,Bob (Azurite),,Head,Pen,,Mouth,Smirk,,Spirit,8,10,Strength,6,10,Style,5,10,Type,B4K3M0-N0,,Wear,Bomber Jacket (Pearl/Azurite),
0N1 #7714,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7714.png,Background,Azurite,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Half Open (Jasper),,Face,Kitsune Mask (Pearl),,Hair,Bob (Obsidian),,Head,Void,,Mouth,Smirk,,Spirit,4,10,Strength,1,10,Style,1,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #7606,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7606.png,Background,Jasper,,Body,Citrine,,Extra,0N1 Logo Pin (Black),,Eyes,Angry (Citrine),,Face,T-Goggles,,Hair,Ponytail (Turquoise),,Head,Headphones (Rose),,Mouth,Frown,,Spirit,3,10,Strength,5,10,Style,5,10,Type,Y0K-A1,,Wear,T-Shirt (Obsidian),
0N1 #7597,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7597.png,Background,Dark Smoke,,Body,Azurite,,Extra,0N1 Logo Pin (White),,Eyes,Half Open (Jasper),,Face,PR Mask (Charcoal),,Hair,Ponytail (Jasper),,Head,Headphones (Citrine),,Mouth,Open,,Spirit,8,10,Strength,6,10,Style,7,10,Type,B4K3M0-N0,,Wear,Kimono (Rose),
0N1 #7631,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7631.png,Background,Light Smoke,,Body,Type-01,,Extra,Lucky no. 7 Pin,,Eyes,Eye Shadow (Azurite),,Face,Tengu Mask,,Hair,Spiky (Obsidian),,Head,Headphones (Citrine),,Mouth,Smile,,Spirit,5,10,Strength,8,10,Style,8,10,Type,B4K3M0-N0,,Wear,Yukata (Pearl),
0N1 #7561,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7561.png,Background,Technogod,,Body,Pearlescent,,Extra,Oni Doll (Jasper),,Eyes,Angry (Jasper),,Face,Void,,Hair,Slick (Citrine),,Head,Crown,,Mouth,Smirk,,Spirit,10,10,Strength,8,10,Style,8,10,Type,0N1,,Wear,Sleeveless (Citrine),
0N1 #7704,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7704.png,Background,Jasper,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Open (Azurite),,Face,Nose Scar,,Hair,Dreads (Bronzite),,Head,Snapback (Obsidian),,Mouth,Neutral,,Spirit,4,10,Strength,2,10,Style,4,10,Type,Y0K-A1,,Wear,Sleeveless (Obsidian),
0N1 #7668,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7668.png,Background,Jasper,,Body,Azurite,,Extra,Void,,Eyes,Open (Citrine),,Face,Skull Mask,,Hair,Half-Buzz (Turquoise),,Head,Headphones (Obsidian),,Mouth,Frown,,Spirit,5,10,Strength,5,10,Style,3,10,Type,Y0K-A1,,Wear,Kimono (Rose),
0N1 #7744,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7744.png,Background,Dark Smoke,,Body,Type-01,,Extra,Lucky no. 7 Earring,,Eyes,Half Open (Jasper),,Face,Tengu Mask,,Hair,Spiky (Citrine),,Head,Void,,Mouth,Neutral,,Spirit,6,10,Strength,5,10,Style,8,10,Type,B4K3M0-N0,,Wear,Bomber Jacket (Pearl/Azurite),
0N1 #7771,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7771.png,Background,Azurite,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Squint (Jasper),,Face,Glasses (Obsidian),,Hair,Bob (Quartz),,Head,Headphones (Pearl),,Mouth,Frown,,Spirit,5,10,Strength,5,10,Style,5,10,Type,Y0K-A1,,Wear,Sleeveless (Pearl),
0N1 #7612,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7612.png,Background,Light Smoke,,Body,Type-01,,Extra,Void,,Eyes,Open (Jasper),,Face,Tengu Mask,,Hair,High Ponytail (Bronzite),,Head,Headphones (Citrine),,Mouth,Open,,Spirit,8,10,Strength,8,10,Style,5,10,Type,B4K3M0-N0,,Wear,Thermal Hoodie (Obsidian),
0N1 #7641,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7641.png,Background,Dark Smoke,,Body,Obsidian,,Extra,0N1 Logo Pin (White),,Eyes,Angry (Citrine),,Face,Void,,Hair,Dreads (Azurite),,Head,Headphones (Pearl),,Mouth,Neutral,,Spirit,5,10,Strength,7,10,Style,5,10,Type,B4K3M0-N0,,Wear,T-Shirt (Jasper),
0N1 #7699,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7699.png,Background,Azurite,,Body,Citrine,,Extra,0N1 Logo Pin (Black),,Eyes,Closed Eye,,Face,Kitsune Mask (Pearl),,Hair,Bob (Rose),,Head,Void,,Mouth,Frown,,Spirit,2,10,Strength,5,10,Style,3,10,Type,Y0K-A1,,Wear,T-Shirt (Obsidian),
0N1 #7658,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7658.png,Background,Jasper,,Body,Azurite,,Extra,0N1 Logo Pin (White),,Eyes,Eye Shadow (Azurite),,Face,PR Mask (Jasper),,Hair,Bob (Obsidian),,Head,Earbuds,,Mouth,Smirk,,Spirit,1,10,Strength,2,10,Style,2,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #7621,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7621.png,Background,Citrine,,Body,Azurite,,Extra,Loop Earring,,Eyes,Open (Citrine),,Face,Kitsune Mask (Pearl),,Hair,Bob (Obsidian),,Head,Void,,Mouth,Neutral,,Spirit,3,10,Strength,1,10,Style,2,10,Type,Y0K-A1,,Wear,Track Jacket (Pearl),
0N1 #7687,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7687.png,Background,Azurite,,Body,Jasper,,Extra,Void,,Eyes,Half Open (Azurite),,Face,PR Mask (Jasper),,Hair,Fade (Obsidian),,Head,Snapback (Pearl),,Mouth,Frown,,Spirit,4,10,Strength,5,10,Style,4,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #7738,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7738.png,Background,Azurite,,Body,Azurite,,Extra,0N1 Logo Pin (Black),,Eyes,Squint (Jasper),,Face,Void,,Hair,Bob (Obsidian),,Head,Headphones (Pearl),,Mouth,Neutral,,Spirit,5,10,Strength,3,10,Style,2,10,Type,Y0K-A1,,Wear,Sleeveless (Pearl),
0N1 #7723,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7723.png,Background,Citrine,,Body,Jasper,,Extra,Void,,Eyes,Half Open (Citrine),,Face,Bandaid,,Hair,Long (Citirine),,Head,Void,,Mouth,Frown,,Spirit,2,10,Strength,5,10,Style,3,10,Type,Y0K-A1,,Wear,Sleeveless (Pearl),
0N1 #7733,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7733.png,Background,Light Smoke,,Body,Type-01,,Extra,0N1 Logo Pin (White),,Eyes,Eye Shadow (Jasper),,Face,Hannya Mask (Pearl),,Hair,Dreads (Azurite),,Head,Void,,Mouth,Smile,,Spirit,6,10,Strength,6,10,Style,7,10,Type,B4K3M0-N0,,Wear,Track Jacket (Pearl),
0N1 #7585,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7585.png,Background,Citrine,,Body,Azurite,,Extra,0N1 Logo Pin (White),,Eyes,Half Open (Azurite),,Face,Glasses (Pearl),,Hair,Fade (Pearl),,Head,Void,,Mouth,Smirk,,Spirit,5,10,Strength,2,10,Style,5,10,Type,Y0K-A1,,Wear,Bomber Jacket (Pine),
0N1 #7675,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7675.png,Background,Jasper,,Body,Citrine,,Extra,Void,,Eyes,Open (Azurite),,Face,KULT Mask (Obsidian),,Hair,Ponytail (Rose),,Head,Void,,Mouth,Neutral,,Spirit,4,10,Strength,1,10,Style,4,10,Type,Y0K-A1,,Wear,Sleeveless (Citrine),
0N1 #7592,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7592.png,Background,Jasper,,Body,Azurite,,Extra,Loop Earring,,Eyes,Open (Citrine),,Face,PR Mask (Jasper),,Hair,Ponytail (Rose),,Head,Void,,Mouth,Neutral,,Spirit,5,10,Strength,3,10,Style,2,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #7578,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7578.png,Background,Azurite,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Open (Azurite),,Face,Glasses (Pearl),,Hair,Half-Buzz (Turquoise),,Head,Void,,Mouth,Frown,,Spirit,2,10,Strength,5,10,Style,2,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Turquoise),
0N1 #7691,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7691.png,Background,Dark Smoke,,Body,Obsidian,,Extra,0N1 Logo Pin (White),,Eyes,Eye Shadow (Citrine),,Face,Tengu Mask,,Hair,Fade (Jasper),,Head,Earbuds,,Mouth,Frown,,Spirit,8,10,Strength,5,10,Style,8,10,Type,B4K3M0-N0,,Wear,Bomber Jacket (Pearl/Azurite),
0N1 #7571,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7571.png,Background,Jasper,,Body,Azurite,,Extra,Void,,Eyes,Half Open (Jasper),,Face,Nose Scar,,Hair,Bob (Rose),,Head,Void,,Mouth,Neutral,,Spirit,2,10,Strength,1,10,Style,3,10,Type,Y0K-A1,,Wear,Track Jacket (Obsidian),
0N1 #7646,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7646.png,Background,Azurite,,Body,Jasper,,Extra,Earring (Double),,Eyes,Eye Shadow (Azurite),,Face,Gas Mask (Obsidian),,Hair,Long (Turquoise),,Head,Flat Cap (Pearl),,Mouth,Neutral,,Spirit,5,10,Strength,3,10,Style,3,10,Type,Y0K-A1,,Wear,Bomber Jacket (Obsidian/Pearl),
0N1 #7763,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7763.png,Background,Dark Smoke,,Body,Azurite,,Extra,Oni Doll (Jasper),,Eyes,Squint (Azurite),,Face,Garou (Jasper),,Hair,Bob (Quartz),,Head,Headphones (Obsidian),,Mouth,Neutral,,Spirit,6,10,Strength,6,10,Style,8,10,Type,B4K3M0-N0,,Wear,Bomber Jacket (Pine),
0N1 #7729,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/7729.png,Background,Citrine,,Body,Azurite,,Extra,0N1 Logo Pin (White),,Eyes,Half Open (Jasper),,Face,Bandaid,,Hair,Dreads (Bronzite),,Head,Headphones (Citrine),,Mouth,Frown,,Spirit,3,10,Strength,5,10,Style,3,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
